日期,产品类别,地区,销售额,订单量,月份
2024-08-27,电子产品,南方,4353,23,2024-08
2024-08-27,电子产品,华东,5370,31,2024-08
2024-08-27,电子产品,西部,5909,25,2024-08
2024-08-27,家用电器,北方,3182,20,2024-08
2024-08-27,家用电器,南方,2781,20,2024-08
2024-08-27,家用电器,华东,2496,20,2024-08
2024-08-27,家用电器,西部,2656,20,2024-08
2024-08-27,服装服饰,北方,4118,22,2024-08
2024-08-27,服装服饰,南方,3209,20,2024-08
2024-08-27,服装服饰,华东,3684,20,2024-08
2024-08-27,服装服饰,西部,3486,20,2024-08
2024-08-27,家居用品,北方,2166,20,2024-08
2024-08-27,家居用品,南方,1607,20,2024-08
2024-08-27,家居用品,华东,1741,20,2024-08
2024-08-27,家居用品,西部,1470,20,2024-08
2024-08-27,运动户外,北方,1246,20,2024-08
2024-08-27,运动户外,南方,1494,20,2024-08
2024-08-27,运动户外,华东,1352,20,2024-08
2024-08-27,运动户外,西部,1156,20,2024-08
2024-08-28,电子产品,北方,6544,38,2024-08
2024-08-28,电子产品,南方,4769,27,2024-08
2024-08-28,电子产品,华东,5065,29,2024-08
2024-08-28,电子产品,西部,5190,29,2024-08
2024-08-28,家用电器,北方,3331,20,2024-08
2024-08-28,家用电器,南方,2220,20,2024-08
2024-08-28,家用电器,华东,2460,20,2024-08
2024-08-28,家用电器,西部,2250,20,2024-08
2024-08-28,服装服饰,北方,3348,20,2024-08
2024-08-28,服装服饰,南方,3120,20,2024-08
2024-08-28,服装服饰,华东,3260,20,2024-08
2024-08-28,服装服饰,西部,3530,20,2024-08
2024-08-28,家居用品,北方,2014,20,2024-08
2024-08-28,家居用品,南方,1455,20,2024-08
2024-08-28,家居用品,华东,1555,20,2024-08
2024-08-28,家居用品,西部,1569,20,2024-08
2024-08-28,运动户外,北方,1316,20,2024-08
2024-08-28,运动户外,南方,1422,20,2024-08
2024-08-28,运动户外,华东,1106,20,2024-08
2024-08-28,运动户外,西部,1270,20,2024-08
2024-08-29,电子产品,北方,6999,31,2024-08
2024-08-29,电子产品,南方,5237,30,2024-08
2024-08-29,电子产品,华东,5055,28,2024-08
2024-08-29,电子产品,西部,5172,25,2024-08
2024-08-29,家用电器,北方,2919,20,2024-08
2024-08-29,家用电器,南方,2182,20,2024-08
2024-08-29,家用电器,华东,2424,20,2024-08
2024-08-29,家用电器,西部,2078,20,2024-08
2024-08-29,服装服饰,北方,3967,21,2024-08
2024-08-29,服装服饰,南方,3088,20,2024-08
2024-08-29,服装服饰,华东,3178,20,2024-08
2024-08-29,服装服饰,西部,2848,20,2024-08
2024-08-29,家居用品,北方,1966,20,2024-08
2024-08-29,家居用品,南方,1491,20,2024-08
2024-08-29,家居用品,华东,1766,20,2024-08
2024-08-29,家居用品,西部,1545,20,2024-08
2024-08-29,运动户外,北方,1508,20,2024-08
2024-08-29,运动户外,南方,1069,20,2024-08
2024-08-29,运动户外,华东,1190,20,2024-08
2024-08-29,运动户外,西部,1000,20,2024-08
2024-08-30,电子产品,北方,4947,28,2024-08
2024-08-30,电子产品,南方,3989,20,2024-08
2024-08-30,电子产品,华东,4479,20,2024-08
2024-08-30,电子产品,西部,4933,20,2024-08
2024-08-30,家用电器,北方,2978,20,2024-08
2024-08-30,家用电器,南方,2509,20,2024-08
2024-08-30,家用电器,华东,2557,20,2024-08
2024-08-30,家用电器,西部,2377,20,2024-08
2024-08-30,服装服饰,北方,3784,20,2024-08
2024-08-30,服装服饰,南方,3687,20,2024-08
2024-08-30,服装服饰,华东,3114,20,2024-08
2024-08-30,服装服饰,西部,2935,20,2024-08
2024-08-30,家居用品,北方,1875,20,2024-08
2024-08-30,家居用品,南方,1656,20,2024-08
2024-08-30,家居用品,华东,1348,20,2024-08
2024-08-30,家居用品,西部,1683,20,2024-08
2024-08-30,运动户外,北方,1470,20,2024-08
2024-08-30,运动户外,南方,1154,20,2024-08
2024-08-30,运动户外,华东,1153,20,2024-08
2024-08-30,运动户外,西部,1000,20,2024-08
2024-08-31,电子产品,北方,8913,50,2024-08
2024-08-31,电子产品,南方,5299,29,2024-08
2024-08-31,电子产品,华东,6582,26,2024-08
2024-08-31,电子产品,西部,6920,41,2024-08
2024-08-31,家用电器,北方,3527,20,2024-08
2024-08-31,家用电器,南方,3621,20,2024-08
2024-08-31,家用电器,华东,3324,20,2024-08
2024-08-31,家用电器,西部,3588,20,2024-08
2024-08-31,服装服饰,北方,5409,23,2024-08
2024-08-31,服装服饰,南方,4644,20,2024-08
2024-08-31,服装服饰,华东,4317,23,2024-08
2024-08-31,服装服饰,西部,4048,24,2024-08
2024-08-31,家居用品,北方,2541,20,2024-08
2024-08-31,家居用品,南方,2105,20,2024-08
2024-08-31,家居用品,华东,1822,20,2024-08
2024-08-31,家居用品,西部,2212,20,2024-08
2024-08-31,运动户外,北方,1992,20,2024-08
2024-08-31,运动户外,南方,1487,20,2024-08
2024-08-31,运动户外,华东,1667,20,2024-08
2024-08-31,运动户外,西部,1329,20,2024-08
2024-09-01,电子产品,北方,6386,28,2024-09
2024-09-01,电子产品,南方,6813,38,2024-09
2024-09-01,电子产品,华东,6491,31,2024-09
2024-09-01,电子产品,西部,5738,33,2024-09
2024-09-01,家用电器,北方,4054,20,2024-09
2024-09-01,家用电器,南方,3094,20,2024-09
2024-09-01,家用电器,华东,3089,20,2024-09
2024-09-01,家用电器,西部,2878,20,2024-09
2024-09-01,服装服饰,北方,4884,22,2024-09
2024-09-01,服装服饰,南方,4433,24,2024-09
2024-09-01,服装服饰,华东,4678,25,2024-09
2024-09-01,服装服饰,西部,4247,20,2024-09
2024-09-01,家居用品,北方,2537,20,2024-09
2024-09-01,家居用品,南方,2358,20,2024-09
2024-09-01,家居用品,华东,1859,20,2024-09
2024-09-01,家居用品,西部,2002,20,2024-09
2024-09-01,运动户外,北方,1651,20,2024-09
2024-09-01,运动户外,南方,1560,20,2024-09
2024-09-01,运动户外,华东,1406,20,2024-09
2024-09-01,运动户外,西部,1524,20,2024-09
2024-09-02,电子产品,北方,6495,37,2024-09
2024-09-02,电子产品,南方,5260,26,2024-09
2024-09-02,电子产品,华东,4418,20,2024-09
2024-09-02,电子产品,西部,4511,26,2024-09
2024-09-02,家用电器,北方,2807,20,2024-09
2024-09-02,家用电器,南方,2079,20,2024-09
2024-09-02,家用电器,华东,2365,20,2024-09
2024-09-02,家用电器,西部,2299,20,2024-09
2024-09-02,服装服饰,北方,3829,20,2024-09
2024-09-02,服装服饰,南方,2706,20,2024-09
2024-09-02,服装服饰,华东,3171,20,2024-09
2024-09-02,服装服饰,西部,3095,20,2024-09
2024-09-02,家居用品,北方,1616,20,2024-09
2024-09-02,家居用品,南方,1456,20,2024-09
2024-09-02,家居用品,华东,1602,20,2024-09
2024-09-02,家居用品,西部,1519,20,2024-09
2024-09-02,运动户外,北方,1658,20,2024-09
2024-09-02,运动户外,南方,1000,20,2024-09
2024-09-02,运动户外,华东,1213,20,2024-09
2024-09-02,运动户外,西部,1146,20,2024-09
2024-09-03,电子产品,北方,5807,33,2024-09
2024-09-03,电子产品,南方,4065,22,2024-09
2024-09-03,电子产品,华东,4180,21,2024-09
2024-09-03,电子产品,西部,5641,28,2024-09
2024-09-03,家用电器,北方,2285,20,2024-09
2024-09-03,家用电器,南方,2493,20,2024-09
2024-09-03,家用电器,华东,2163,20,2024-09
2024-09-03,家用电器,西部,2577,20,2024-09
2024-09-03,服装服饰,北方,3701,20,2024-09
2024-09-03,服装服饰,南方,2982,20,2024-09
2024-09-03,服装服饰,华东,3249,20,2024-09
2024-09-03,服装服饰,西部,3162,20,2024-09
2024-09-03,家居用品,北方,1723,20,2024-09
2024-09-03,家居用品,南方,1437,20,2024-09
2024-09-03,家居用品,华东,1748,20,2024-09
2024-09-03,家居用品,西部,1394,20,2024-09
2024-09-03,运动户外,北方,1420,20,2024-09
2024-09-03,运动户外,南方,1000,20,2024-09
2024-09-03,运动户外,华东,1190,20,2024-09
2024-09-03,运动户外,西部,1101,20,2024-09
2024-09-04,电子产品,北方,6822,30,2024-09
2024-09-04,电子产品,南方,5168,21,2024-09
2024-09-04,电子产品,华东,4395,23,2024-09
2024-09-04,电子产品,西部,5703,30,2024-09
2024-09-04,家用电器,北方,2630,20,2024-09
2024-09-04,家用电器,南方,1968,20,2024-09
2024-09-04,家用电器,华东,2322,20,2024-09
2024-09-04,家用电器,西部,2297,20,2024-09
2024-09-04,服装服饰,北方,3515,21,2024-09
2024-09-04,服装服饰,南方,3621,20,2024-09
2024-09-04,服装服饰,华东,2963,20,2024-09
2024-09-04,服装服饰,西部,2847,20,2024-09
2024-09-04,家居用品,北方,1794,20,2024-09
2024-09-04,家居用品,南方,1389,20,2024-09
2024-09-04,家居用品,华东,1559,20,2024-09
2024-09-04,家居用品,西部,1967,20,2024-09
2024-09-04,运动户外,北方,1491,20,2024-09
2024-09-04,运动户外,南方,1114,20,2024-09
2024-09-04,运动户外,华东,1208,20,2024-09
2024-09-04,运动户外,西部,1106,20,2024-09
2024-09-05,电子产品,北方,6806,31,2024-09
2024-09-05,电子产品,南方,4883,29,2024-09
2024-09-05,电子产品,华东,4809,24,2024-09
2024-09-05,电子产品,西部,4234,20,2024-09
2024-09-05,家用电器,北方,2755,20,2024-09
2024-09-05,家用电器,南方,2250,20,2024-09
2024-09-05,家用电器,华东,2142,20,2024-09
2024-09-05,家用电器,西部,2217,20,2024-09
2024-09-05,服装服饰,北方,3425,20,2024-09
2024-09-05,服装服饰,南方,2936,20,2024-09
2024-09-05,服装服饰,华东,3101,20,2024-09
2024-09-05,服装服饰,西部,3657,20,2024-09
2024-09-05,家居用品,北方,1796,20,2024-09
2024-09-05,家居用品,南方,1444,20,2024-09
2024-09-05,家居用品,华东,1662,20,2024-09
2024-09-05,家居用品,西部,1403,20,2024-09
2024-09-05,运动户外,北方,1193,20,2024-09
2024-09-05,运动户外,南方,1228,20,2024-09
2024-09-05,运动户外,华东,1362,20,2024-09
2024-09-05,运动户外,西部,1103,20,2024-09
2024-09-06,电子产品,北方,5183,29,2024-09
2024-09-06,电子产品,南方,5810,28,2024-09
2024-09-06,电子产品,华东,4808,28,2024-09
2024-09-06,电子产品,西部,4903,20,2024-09
2024-09-06,家用电器,北方,2793,20,2024-09
2024-09-06,家用电器,南方,2045,20,2024-09
2024-09-06,家用电器,华东,2388,20,2024-09
2024-09-06,家用电器,西部,2337,20,2024-09
2024-09-06,服装服饰,北方,4455,20,2024-09
2024-09-06,服装服饰,南方,2624,20,2024-09
2024-09-06,服装服饰,华东,3191,20,2024-09
2024-09-06,服装服饰,西部,2904,20,2024-09
2024-09-06,家居用品,北方,1971,20,2024-09
2024-09-06,家居用品,南方,1670,20,2024-09
2024-09-06,家居用品,华东,1536,20,2024-09
2024-09-06,家居用品,西部,1460,20,2024-09
2024-09-06,运动户外,北方,1503,20,2024-09
2024-09-06,运动户外,南方,1212,20,2024-09
2024-09-06,运动户外,华东,1092,20,2024-09
2024-09-06,运动户外,西部,1114,20,2024-09
2024-09-07,电子产品,北方,7826,31,2024-09
2024-09-07,电子产品,南方,7214,38,2024-09
2024-09-07,电子产品,华东,6595,29,2024-09
2024-09-07,电子产品,西部,5320,31,2024-09
2024-09-07,家用电器,北方,3468,20,2024-09
2024-09-07,家用电器,南方,2567,20,2024-09
2024-09-07,家用电器,华东,2594,20,2024-09
2024-09-07,家用电器,西部,2801,20,2024-09
2024-09-07,服装服饰,北方,5744,30,2024-09
2024-09-07,服装服饰,南方,4532,23,2024-09
2024-09-07,服装服饰,华东,4845,22,2024-09
2024-09-07,服装服饰,西部,3889,20,2024-09
2024-09-07,家居用品,北方,2764,20,2024-09
2024-09-07,家居用品,南方,1829,20,2024-09
2024-09-07,家居用品,华东,2321,20,2024-09
2024-09-07,家居用品,西部,2014,20,2024-09
2024-09-07,运动户外,北方,2034,20,2024-09
2024-09-07,运动户外,南方,1579,20,2024-09
2024-09-07,运动户外,华东,1450,20,2024-09
2024-09-07,运动户外,西部,1580,20,2024-09
2024-09-08,电子产品,北方,8176,43,2024-09
2024-09-08,电子产品,南方,6076,31,2024-09
2024-09-08,电子产品,华东,6567,32,2024-09
2024-09-08,电子产品,西部,6952,31,2024-09
2024-09-08,家用电器,北方,3343,20,2024-09
2024-09-08,家用电器,南方,2839,20,2024-09
2024-09-08,家用电器,华东,2760,20,2024-09
2024-09-08,家用电器,西部,3310,20,2024-09
2024-09-08,服装服饰,北方,5044,28,2024-09
2024-09-08,服装服饰,南方,4313,23,2024-09
2024-09-08,服装服饰,华东,4693,21,2024-09
2024-09-08,服装服饰,西部,3651,20,2024-09
2024-09-08,家居用品,北方,2405,20,2024-09
2024-09-08,家居用品,南方,1943,20,2024-09
2024-09-08,家居用品,华东,2059,20,2024-09
2024-09-08,家居用品,西部,2049,20,2024-09
2024-09-08,运动户外,北方,1754,20,2024-09
2024-09-08,运动户外,南方,2093,20,2024-09
2024-09-08,运动户外,华东,1432,20,2024-09
2024-09-08,运动户外,西部,1496,20,2024-09
2024-09-09,电子产品,北方,6149,36,2024-09
2024-09-09,电子产品,南方,5229,27,2024-09
2024-09-09,电子产品,华东,3417,20,2024-09
2024-09-09,电子产品,西部,4522,20,2024-09
2024-09-09,家用电器,北方,2909,20,2024-09
2024-09-09,家用电器,南方,2481,20,2024-09
2024-09-09,家用电器,华东,2256,20,2024-09
2024-09-09,家用电器,西部,2126,20,2024-09
2024-09-09,服装服饰,北方,4033,23,2024-09
2024-09-09,服装服饰,南方,3079,20,2024-09
2024-09-09,服装服饰,华东,2620,20,2024-09
2024-09-09,服装服饰,西部,2884,20,2024-09
2024-09-09,家居用品,北方,1645,20,2024-09
2024-09-09,家居用品,南方,1488,20,2024-09
2024-09-09,家居用品,华东,1616,20,2024-09
2024-09-09,家居用品,西部,1541,20,2024-09
2024-09-09,运动户外,北方,1308,20,2024-09
2024-09-09,运动户外,南方,1209,20,2024-09
2024-09-09,运动户外,华东,1196,20,2024-09
2024-09-09,运动户外,西部,1064,20,2024-09
2024-09-10,电子产品,北方,5617,27,2024-09
2024-09-10,电子产品,南方,4289,23,2024-09
2024-09-10,电子产品,华东,5083,28,2024-09
2024-09-10,电子产品,西部,4521,20,2024-09
2024-09-10,家用电器,北方,2660,20,2024-09
2024-09-10,家用电器,南方,2363,20,2024-09
2024-09-10,家用电器,华东,2367,20,2024-09
2024-09-10,家用电器,西部,2607,20,2024-09
2024-09-10,服装服饰,北方,3622,20,2024-09
2024-09-10,服装服饰,南方,2891,20,2024-09
2024-09-10,服装服饰,华东,3260,20,2024-09
2024-09-10,服装服饰,西部,3488,20,2024-09
2024-09-10,家居用品,北方,1551,20,2024-09
2024-09-10,家居用品,南方,1660,20,2024-09
2024-09-10,家居用品,华东,1415,20,2024-09
2024-09-10,家居用品,西部,1552,20,2024-09
2024-09-10,运动户外,北方,1358,20,2024-09
2024-09-10,运动户外,南方,1119,20,2024-09
2024-09-10,运动户外,华东,1153,20,2024-09
2024-09-10,运动户外,西部,1000,20,2024-09
2024-09-11,电子产品,北方,6471,31,2024-09
2024-09-11,电子产品,南方,4744,22,2024-09
2024-09-11,电子产品,华东,4220,22,2024-09
2024-09-11,电子产品,西部,4462,20,2024-09
2024-09-11,家用电器,北方,2509,20,2024-09
2024-09-11,家用电器,南方,2184,20,2024-09
2024-09-11,家用电器,华东,2538,20,2024-09
2024-09-11,家用电器,西部,2299,20,2024-09
2024-09-11,服装服饰,北方,3320,20,2024-09
2024-09-11,服装服饰,南方,3406,20,2024-09
2024-09-11,服装服饰,华东,3032,20,2024-09
2024-09-11,服装服饰,西部,3397,20,2024-09
2024-09-11,家居用品,北方,2215,20,2024-09
2024-09-11,家居用品,南方,1387,20,2024-09
2024-09-11,家居用品,华东,1556,20,2024-09
2024-09-11,家居用品,西部,1337,20,2024-09
2024-09-11,运动户外,北方,1472,20,2024-09
2024-09-11,运动户外,南方,1335,20,2024-09
2024-09-11,运动户外,华东,1178,20,2024-09
2024-09-11,运动户外,西部,1206,20,2024-09
2024-09-12,电子产品,北方,5538,30,2024-09
2024-09-12,电子产品,南方,5084,25,2024-09
2024-09-12,电子产品,华东,4506,24,2024-09
2024-09-12,电子产品,西部,4783,21,2024-09
2024-09-12,家用电器,北方,2425,20,2024-09
2024-09-12,家用电器,南方,2315,20,2024-09
2024-09-12,家用电器,华东,1890,20,2024-09
2024-09-12,家用电器,西部,1660,20,2024-09
2024-09-12,服装服饰,北方,3296,20,2024-09
2024-09-12,服装服饰,南方,2885,20,2024-09
2024-09-12,服装服饰,华东,3112,20,2024-09
2024-09-12,服装服饰,西部,3063,20,2024-09
2024-09-12,家居用品,北方,1661,20,2024-09
2024-09-12,家居用品,南方,1271,20,2024-09
2024-09-12,家居用品,华东,1645,20,2024-09
2024-09-12,家居用品,西部,1367,20,2024-09
2024-09-12,运动户外,北方,1434,20,2024-09
2024-09-12,运动户外,南方,1264,20,2024-09
2024-09-12,运动户外,华东,1045,20,2024-09
2024-09-12,运动户外,西部,1136,20,2024-09
2024-09-13,电子产品,北方,5959,23,2024-09
2024-09-13,电子产品,南方,4792,25,2024-09
2024-09-13,电子产品,华东,4173,20,2024-09
2024-09-13,电子产品,西部,4513,26,2024-09
2024-09-13,家用电器,北方,2800,20,2024-09
2024-09-13,家用电器,南方,2419,20,2024-09
2024-09-13,家用电器,华东,2253,20,2024-09
2024-09-13,家用电器,西部,2205,20,2024-09
2024-09-13,服装服饰,北方,3667,20,2024-09
2024-09-13,服装服饰,南方,3727,20,2024-09
2024-09-13,服装服饰,华东,3201,20,2024-09
2024-09-13,服装服饰,西部,2594,20,2024-09
2024-09-13,家居用品,北方,1913,20,2024-09
2024-09-13,家居用品,南方,1366,20,2024-09
2024-09-13,家居用品,华东,1516,20,2024-09
2024-09-13,家居用品,西部,1507,20,2024-09
2024-09-13,运动户外,北方,1296,20,2024-09
2024-09-13,运动户外,南方,1095,20,2024-09
2024-09-13,运动户外,华东,1000,20,2024-09
2024-09-13,运动户外,西部,1264,20,2024-09
2024-09-14,电子产品,北方,7055,41,2024-09
2024-09-14,电子产品,南方,6298,25,2024-09
2024-09-14,电子产品,华东,5405,26,2024-09
2024-09-14,电子产品,西部,6192,33,2024-09
2024-09-14,家用电器,北方,3477,20,2024-09
2024-09-14,家用电器,南方,2824,20,2024-09
2024-09-14,家用电器,华东,2940,20,2024-09
2024-09-14,家用电器,西部,2640,20,2024-09
2024-09-14,服装服饰,北方,4250,21,2024-09
2024-09-14,服装服饰,南方,3195,20,2024-09
2024-09-14,服装服饰,华东,4419,22,2024-09
2024-09-14,服装服饰,西部,4069,20,2024-09
2024-09-14,家居用品,北方,2232,20,2024-09
2024-09-14,家居用品,南方,2049,20,2024-09
2024-09-14,家居用品,华东,1933,20,2024-09
2024-09-14,家居用品,西部,1724,20,2024-09
2024-09-14,运动户外,北方,1827,20,2024-09
2024-09-14,运动户外,南方,1576,20,2024-09
2024-09-14,运动户外,华东,1502,20,2024-09
2024-09-14,运动户外,西部,1727,20,2024-09
2024-09-15,电子产品,北方,7149,37,2024-09
2024-09-15,电子产品,南方,5347,22,2024-09
2024-09-15,电子产品,华东,5013,22,2024-09
2024-09-15,电子产品,西部,6137,30,2024-09
2024-09-15,家用电器,北方,3084,20,2024-09
2024-09-15,家用电器,南方,3345,20,2024-09
2024-09-15,家用电器,华东,2500,20,2024-09
2024-09-15,家用电器,西部,2645,20,2024-09
2024-09-15,服装服饰,北方,4214,20,2024-09
2024-09-15,服装服饰,南方,3795,20,2024-09
2024-09-15,服装服饰,华东,3932,22,2024-09
2024-09-15,服装服饰,西部,3826,20,2024-09
2024-09-15,家居用品,北方,2122,20,2024-09
2024-09-15,家居用品,南方,2147,20,2024-09
2024-09-15,家居用品,华东,2019,20,2024-09
2024-09-15,家居用品,西部,1971,20,2024-09
2024-09-15,运动户外,北方,1894,20,2024-09
2024-09-15,运动户外,南方,1245,20,2024-09
2024-09-15,运动户外,华东,1733,20,2024-09
2024-09-15,运动户外,西部,1665,20,2024-09
2024-09-16,电子产品,北方,5536,31,2024-09
2024-09-16,电子产品,南方,4803,24,2024-09
2024-09-16,电子产品,华东,4995,21,2024-09
2024-09-16,电子产品,西部,4488,20,2024-09
2024-09-16,家用电器,北方,2848,20,2024-09
2024-09-16,家用电器,南方,2298,20,2024-09
2024-09-16,家用电器,华东,2168,20,2024-09
2024-09-16,家用电器,西部,2454,20,2024-09
2024-09-16,服装服饰,北方,3806,20,2024-09
2024-09-16,服装服饰,南方,3118,20,2024-09
2024-09-16,服装服饰,华东,3598,20,2024-09
2024-09-16,服装服饰,西部,3106,20,2024-09
2024-09-16,家居用品,北方,1387,20,2024-09
2024-09-16,家居用品,南方,1519,20,2024-09
2024-09-16,家居用品,华东,1418,20,2024-09
2024-09-16,家居用品,西部,1415,20,2024-09
2024-09-16,运动户外,北方,1416,20,2024-09
2024-09-16,运动户外,南方,1178,20,2024-09
2024-09-16,运动户外,华东,1051,20,2024-09
2024-09-16,运动户外,西部,1000,20,2024-09
2024-09-17,电子产品,北方,5571,31,2024-09
2024-09-17,电子产品,南方,4642,24,2024-09
2024-09-17,电子产品,华东,5568,32,2024-09
2024-09-17,电子产品,西部,5250,28,2024-09
2024-09-17,家用电器,北方,2572,20,2024-09
2024-09-17,家用电器,南方,2063,20,2024-09
2024-09-17,家用电器,华东,2236,20,2024-09
2024-09-17,家用电器,西部,2575,20,2024-09
2024-09-17,服装服饰,北方,3331,20,2024-09
2024-09-17,服装服饰,南方,3054,20,2024-09
2024-09-17,服装服饰,华东,3536,20,2024-09
2024-09-17,服装服饰,西部,2884,20,2024-09
2024-09-17,家居用品,北方,1834,20,2024-09
2024-09-17,家居用品,南方,1396,20,2024-09
2024-09-17,家居用品,华东,1296,20,2024-09
2024-09-17,家居用品,西部,1474,20,2024-09
2024-09-17,运动户外,北方,1290,20,2024-09
2024-09-17,运动户外,南方,1246,20,2024-09
2024-09-17,运动户外,华东,1198,20,2024-09
2024-09-17,运动户外,西部,1084,20,2024-09
2024-09-18,电子产品,北方,5073,23,2024-09
2024-09-18,电子产品,南方,5194,24,2024-09
2024-09-18,电子产品,华东,4759,25,2024-09
2024-09-18,电子产品,西部,5254,26,2024-09
2024-09-18,家用电器,北方,3147,20,2024-09
2024-09-18,家用电器,南方,2152,20,2024-09
2024-09-18,家用电器,华东,2081,20,2024-09
2024-09-18,家用电器,西部,2491,20,2024-09
2024-09-18,服装服饰,北方,3824,22,2024-09
2024-09-18,服装服饰,南方,2517,20,2024-09
2024-09-18,服装服饰,华东,3088,20,2024-09
2024-09-18,服装服饰,西部,2968,20,2024-09
2024-09-18,家居用品,北方,1768,20,2024-09
2024-09-18,家居用品,南方,1266,20,2024-09
2024-09-18,家居用品,华东,1590,20,2024-09
2024-09-18,家居用品,西部,1516,20,2024-09
2024-09-18,运动户外,北方,1486,20,2024-09
2024-09-18,运动户外,南方,1557,20,2024-09
2024-09-18,运动户外,华东,1038,20,2024-09
2024-09-18,运动户外,西部,1207,20,2024-09
2024-09-19,电子产品,北方,5638,29,2024-09
2024-09-19,电子产品,南方,4787,23,2024-09
2024-09-19,电子产品,华东,5404,22,2024-09
2024-09-19,电子产品,西部,5887,33,2024-09
2024-09-19,家用电器,北方,3116,20,2024-09
2024-09-19,家用电器,南方,2019,20,2024-09
2024-09-19,家用电器,华东,2617,20,2024-09
2024-09-19,家用电器,西部,1941,20,2024-09
2024-09-19,服装服饰,北方,2942,20,2024-09
2024-09-19,服装服饰,南方,2899,20,2024-09
2024-09-19,服装服饰,华东,3587,20,2024-09
2024-09-19,服装服饰,西部,2960,20,2024-09
2024-09-19,家居用品,北方,1943,20,2024-09
2024-09-19,家居用品,南方,1480,20,2024-09
2024-09-19,家居用品,华东,1433,20,2024-09
2024-09-19,家居用品,西部,1945,20,2024-09
2024-09-19,运动户外,北方,1254,20,2024-09
2024-09-19,运动户外,南方,1153,20,2024-09
2024-09-19,运动户外,华东,1078,20,2024-09
2024-09-19,运动户外,西部,1016,20,2024-09
2024-09-20,电子产品,北方,6404,36,2024-09
2024-09-20,电子产品,南方,5033,23,2024-09
2024-09-20,电子产品,华东,5167,29,2024-09
2024-09-20,电子产品,西部,4627,20,2024-09
2024-09-20,家用电器,北方,2619,20,2024-09
2024-09-20,家用电器,南方,2332,20,2024-09
2024-09-20,家用电器,华东,2176,20,2024-09
2024-09-20,家用电器,西部,2133,20,2024-09
2024-09-20,服装服饰,北方,3727,20,2024-09
2024-09-20,服装服饰,南方,2917,20,2024-09
2024-09-20,服装服饰,华东,2960,20,2024-09
2024-09-20,服装服饰,西部,2487,20,2024-09
2024-09-20,家居用品,北方,1930,20,2024-09
2024-09-20,家居用品,南方,1653,20,2024-09
2024-09-20,家居用品,华东,1838,20,2024-09
2024-09-20,家居用品,西部,1664,20,2024-09
2024-09-20,运动户外,北方,1404,20,2024-09
2024-09-20,运动户外,南方,1138,20,2024-09
2024-09-20,运动户外,华东,1072,20,2024-09
2024-09-20,运动户外,西部,1258,20,2024-09
2024-09-21,电子产品,北方,7761,43,2024-09
2024-09-21,电子产品,南方,5769,34,2024-09
2024-09-21,电子产品,华东,6458,25,2024-09
2024-09-21,电子产品,西部,7317,40,2024-09
2024-09-21,家用电器,北方,3401,20,2024-09
2024-09-21,家用电器,南方,3368,20,2024-09
2024-09-21,家用电器,华东,3060,20,2024-09
2024-09-21,家用电器,西部,2550,20,2024-09
2024-09-21,服装服饰,北方,5099,30,2024-09
2024-09-21,服装服饰,南方,4274,20,2024-09
2024-09-21,服装服饰,华东,3722,20,2024-09
2024-09-21,服装服饰,西部,4666,27,2024-09
2024-09-21,家居用品,北方,2519,20,2024-09
2024-09-21,家居用品,南方,2043,20,2024-09
2024-09-21,家居用品,华东,1995,20,2024-09
2024-09-21,家居用品,西部,2007,20,2024-09
2024-09-21,运动户外,北方,1513,20,2024-09
2024-09-21,运动户外,南方,1810,20,2024-09
2024-09-21,运动户外,华东,1618,20,2024-09
2024-09-21,运动户外,西部,1603,20,2024-09
2024-09-22,电子产品,北方,7571,41,2024-09
2024-09-22,电子产品,南方,5913,25,2024-09
2024-09-22,电子产品,华东,6207,27,2024-09
2024-09-22,电子产品,西部,6692,29,2024-09
2024-09-22,家用电器,北方,3374,20,2024-09
2024-09-22,家用电器,南方,3232,20,2024-09
2024-09-22,家用电器,华东,3084,20,2024-09
2024-09-22,家用电器,西部,2877,20,2024-09
2024-09-22,服装服饰,北方,4796,22,2024-09
2024-09-22,服装服饰,南方,4871,22,2024-09
2024-09-22,服装服饰,华东,4487,21,2024-09
2024-09-22,服装服饰,西部,4292,20,2024-09
2024-09-22,家居用品,北方,2433,20,2024-09
2024-09-22,家居用品,南方,2022,20,2024-09
2024-09-22,家居用品,华东,1900,20,2024-09
2024-09-22,家居用品,西部,1878,20,2024-09
2024-09-22,运动户外,北方,2102,20,2024-09
2024-09-22,运动户外,南方,1422,20,2024-09
2024-09-22,运动户外,华东,1616,20,2024-09
2024-09-22,运动户外,西部,1749,20,2024-09
2024-09-23,电子产品,北方,5560,22,2024-09
2024-09-23,电子产品,南方,4639,26,2024-09
2024-09-23,电子产品,华东,5511,25,2024-09
2024-09-23,电子产品,西部,5388,30,2024-09
2024-09-23,家用电器,北方,2887,20,2024-09
2024-09-23,家用电器,南方,2485,20,2024-09
2024-09-23,家用电器,华东,2029,20,2024-09
2024-09-23,家用电器,西部,2454,20,2024-09
2024-09-23,服装服饰,北方,3601,20,2024-09
2024-09-23,服装服饰,南方,2857,20,2024-09
2024-09-23,服装服饰,华东,2745,20,2024-09
2024-09-23,服装服饰,西部,3157,20,2024-09
2024-09-23,家居用品,北方,1534,20,2024-09
2024-09-23,家居用品,南方,1487,20,2024-09
2024-09-23,家居用品,华东,1603,20,2024-09
